PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32132140","Proposal for prevention and control of the 2019 novel coronavirus disease in newborn infants","Li F, Feng ZC, Shi Y.","Arch Dis Child Fetal Neonatal Ed. 2020 Nov;105(6):683-684. doi: 10.1136/archdischild-2020-318996. Epub 2020 Mar 4.","Li F","Arch Dis Child Fetal Neonatal Ed","2020","2020/03/06","PMC7133384","","10.1136/archdischild-2020-318996"
"32205073","A Cured Patient With 2019-nCoV Pneumonia","Ding D, Zhu C, Yao W.","Am J Med. 2020 Nov;133(11):1291-1292. doi: 10.1016/j.amjmed.2020.02.023. Epub 2020 Mar 20.","Ding D","Am J Med","2020","2020/03/25","PMC7191159","","10.1016/j.amjmed.2020.02.023"
"32219674","Application of personal-oriented digital technology in preventing transmission of COVID-19, China","Pan XB.","Ir J Med Sci. 2020 Nov;189(4):1145-1146. doi: 10.1007/s11845-020-02215-5. Epub 2020 Mar 27.","Pan XB","Ir J Med Sci","2020","2020/03/29","PMC7100464","","10.1007/s11845-020-02215-5"
"32219846","COVID-19 and the Otolaryngologist: Preliminary Evidence-Based Review","Vukkadala N, Qian ZJ, Holsinger FC, Patel ZM, Rosenthal E.","Laryngoscope. 2020 Nov;130(11):2537-2543. doi: 10.1002/lary.28672. Epub 2020 Apr 24.","Vukkadala N","Laryngoscope","2020","2020/03/29","","","10.1002/lary.28672"
"32229082","Integrative considerations during the COVID-19 pandemic","Alschuler L, Weil A, Horwitz R, Stamets P, Chiasson AM, Crocker R, Maizes V.","Explore (NY). 2020 Nov-Dec;16(6):354-356. doi: 10.1016/j.explore.2020.03.007. Epub 2020 Mar 26.","Alschuler L","Explore (NY)","2020","2020/04/02","PMC7270871","","10.1016/j.explore.2020.03.007"
"32232784","A woman with fever and cough: coronavirus disease 2019","Lu YQ.","Intern Emerg Med. 2020 Nov;15(8):1553-1554. doi: 10.1007/s11739-020-02321-3. Epub 2020 Mar 30.","Lu YQ","Intern Emerg Med","2020","2020/04/02","PMC7105961","","10.1007/s11739-020-02321-3"
"32240537","Post-donation COVID-19 identification in blood donors","Kwon SY, Kim EJ, Jung YS, Jang JS, Cho NS.","Vox Sang. 2020 Nov;115(8):601-602. doi: 10.1111/vox.12925. Epub 2020 Apr 21.","Kwon SY","Vox Sang","2020","2020/04/03","","","10.1111/vox.12925"
"32240543","The impact of the SARS-CoV-2 outbreak on the safety and availability of blood transfusions in Italy","Franchini M, Farrugia A, Velati C, Zanetti A, Romanò L, Grazzini G, Lopez N, Pati I, Marano G, Pupella S, Liumbruno GM.","Vox Sang. 2020 Nov;115(8):603-605. doi: 10.1111/vox.12928. Epub 2020 Apr 13.","Franchini M","Vox Sang","2020","2020/04/03","PMC7228285","","10.1111/vox.12928"
"32255477","Strategies to control COVID-19 and future pandemics in Africa and around the globe","Fanidi A, Jouven X, Gaye B.","Eur Heart J. 2020 Nov 1;41(41):3973-3975. doi: 10.1093/eurheartj/ehaa278.","Fanidi A","Eur Heart J","2020","2020/04/08","PMC7184329","","10.1093/eurheartj/ehaa278"
"32275300","Suicide Mortality and Coronavirus Disease 2019-A Perfect Storm?","Reger MA, Stanley IH, Joiner TE.","JAMA Psychiatry. 2020 Nov 1;77(11):1093-1094. doi: 10.1001/jamapsychiatry.2020.1060.","Reger MA","JAMA Psychiatry","2020","2020/04/11","","","10.1001/jamapsychiatry.2020.1060"
"32283980","Clinical Presentation of COVID-19: A Systematic Review Focusing on Upper Airway Symptoms","Lovato A, de Filippis C.","Ear Nose Throat J. 2020 Nov;99(9):569-576. doi: 10.1177/0145561320920762. Epub 2020 Apr 13.","Lovato A","Ear Nose Throat J","2020","2020/04/15","","","10.1177/0145561320920762"
"32292205","[Distributions of time, place, and population of novel coronavirus disease 2019 (COVID-19) from January 20 to February 10, 2020, in China]","Jin L, Zhao Y, Zhou J, Tao M, Yang Y, Wang X, Ye P, Shan S, Yuan H.","Rev Clin Esp (Barc). 2020 Nov;220(8):495-500. doi: 10.1016/j.rce.2020.04.001. Epub 2020 Apr 10.","Jin L","Rev Clin Esp (Barc)","2020","2020/04/16","PMC7280112","","10.1016/j.rce.2020.04.001"
"32292630","Suggestions on the prevention of COVID-19 for health care workers in department of otorhinolaryngology head and neck surgery","Xu K, Lai X, Liu Z.","World J Otorhinolaryngol Head Neck Surg. 2020 Nov;6(Suppl 1):S2-S5. doi: 10.1016/j.wjorl.2020.03.002. Epub 2020 Apr 2.","Xu K","World J Otorhinolaryngol Head Neck Surg","2020","2020/04/16","PMC7128200","","10.1016/j.wjorl.2020.03.002"
"32292911","1,000,000 cases of COVID-19 outside of China: The date predicted by a simple heuristic","Koczkodaj WW, Mansournia MA, Pedrycz W, Wolny-Dominiak A, Zabrodskii PF, Strzałka D, Armstrong T, Zolfaghari AH, Dębski M, Mazurek J.","Glob Epidemiol. 2020 Nov;2:100023. doi: 10.1016/j.gloepi.2020.100023. Epub 2020 Mar 23.","Koczkodaj WW","Glob Epidemiol","2020","2020/04/16","PMC7118643","","10.1016/j.gloepi.2020.100023"
"32293741","Analysis of 92 deceased patients with COVID-19","Yang F, Shi S, Zhu J, Shi J, Dai K, Chen X.","J Med Virol. 2020 Nov;92(11):2511-2515. doi: 10.1002/jmv.25891. Epub 2020 Aug 21.","Yang F","J Med Virol","2020","2020/04/16","PMC7262332","","10.1002/jmv.25891"
"32301347","Extracorporeal membrane oxygenation therapy in the COVID-19 pandemic","Pravda NS, Pravda MS, Kornowski R, Orvin K.","Future Cardiol. 2020 Nov;16(6):543-546. doi: 10.2217/fca-2020-0040. Epub 2020 Apr 17.","Pravda NS","Future Cardiol","2020","2020/04/18","PMC7175783","","10.2217/fca-2020-0040"
"32303896","Therapeutic and prophylactic potential of anti-microbial peptides against coronaviruses","Memariani H, Memariani M.","Ir J Med Sci. 2020 Nov;189(4):1153-1154. doi: 10.1007/s11845-020-02232-4. Epub 2020 Apr 18.","Memariani H","Ir J Med Sci","2020","2020/04/19","PMC7165072","","10.1007/s11845-020-02232-4"
