PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32302075","Africa in the Path of Covid-19","El-Sadr WM, Justman J.","N Engl J Med. 2020 Jul 16;383(3):e11. doi: 10.1056/NEJMp2008193. Epub 2020 Apr 17.","El-Sadr WM","N Engl J Med","2020","2020/04/18","","","10.1056/NEJMp2008193"
"32343505","Covid-19 - A Reminder to Reason","Zagury-Orly I, Schwartzstein RM.","N Engl J Med. 2020 Jul 16;383(3):e12. doi: 10.1056/NEJMp2009405. Epub 2020 Apr 28.","Zagury-Orly I","N Engl J Med","2020","2020/04/29","","","10.1056/NEJMp2009405"
"32369280","Lupus Anticoagulant and Abnormal Coagulation Tests in Patients with Covid-19","Bowles L, Platton S, Yartey N, Dave M, Lee K, Hart DP, MacDonald V, Green L, Sivapalaratnam S, Pasi KJ, MacCallum P.","N Engl J Med. 2020 Jul 16;383(3):288-290. doi: 10.1056/NEJMc2013656. Epub 2020 May 5.","Bowles L","N Engl J Med","2020","2020/05/06","PMC7217555","","10.1056/NEJMc2013656"
"32374952","Racial Health Disparities and Covid-19 - Caution and Context","Chowkwanyun M, Reed AL Jr.","N Engl J Med. 2020 Jul 16;383(3):201-203. doi: 10.1056/NEJMp2012910. Epub 2020 May 6.","Chowkwanyun M","N Engl J Med","2020","2020/05/07","","","10.1056/NEJMp2012910"
"32398309","Could the smoking gun in the fight against COVID-19 be the (rh)ACE-2?","Lutchman D.","Eur Respir J. 2020 Jul 16;56(1):2001560. doi: 10.1183/13993003.01560-2020. Print 2020 Jul.","Lutchman D","Eur Respir J","2020","2020/05/14","PMC7236827","","10.1183/13993003.01560-2020"
"32404529","Comparison of Severe Acute Respiratory Syndrome Coronavirus 2 Spike Protein Binding to ACE2 Receptors from Human, Pets, Farm Animals, and Putative Intermediate Hosts","Zhai X, Sun J, Yan Z, Zhang J, Zhao J, Zhao Z, Gao Q, He WT, Veit M, Su S.","J Virol. 2020 Jul 16;94(15):e00831-20. doi: 10.1128/JVI.00831-20. Print 2020 Jul 16.","Zhai X","J Virol","2020","2020/05/15","PMC7375388","","10.1128/JVI.00831-20"
"32430427","COVID-19 and vaping: risk for increased susceptibility to SARS-CoV-2 infection?","McAlinden KD, Eapen MS, Lu W, Chia C, Haug G, Sohal SS.","Eur Respir J. 2020 Jul 16;56(1):2001645. doi: 10.1183/13993003.01645-2020. Print 2020 Jul.","McAlinden KD","Eur Respir J","2020","2020/05/21","PMC7241112","","10.1183/13993003.01645-2020"
"32430428","Factors associated with prolonged viral shedding and impact of lopinavir/ritonavir treatment in hospitalised non-critically ill patients with SARS-CoV-2 infection","Yan D, Liu XY, Zhu YN, Huang L, Dan BT, Zhang GJ, Gao YH.","Eur Respir J. 2020 Jul 16;56(1):2000799. doi: 10.1183/13993003.00799-2020. Print 2020 Jul.","Yan D","Eur Respir J","2020","2020/05/21","PMC7241115","","10.1183/13993003.00799-2020"
"32430431","Smoking, ACE-2 and COVID-19: ongoing controversies","Leung JM, Sin DD.","Eur Respir J. 2020 Jul 16;56(1):2001759. doi: 10.1183/13993003.01759-2020. Print 2020 Jul.","Leung JM","Eur Respir J","2020","2020/05/21","PMC7363948","","10.1183/13993003.01759-2020"
"32430433","A predictive model for disease progression in non-severely ill patients with coronavirus disease 2019","Ji M, Yuan L, Shen W, Lv J, Li Y, Chen J, Zhu C, Liu B, Liang Z, Lin Q, Xie W, Li M, Chen Z, Lu X, Ding Y, An P, Zhu S, Gao M, Ni H, Hu L, Shi G, Shi L, Dong W.","Eur Respir J. 2020 Jul 16;56(1):2001234. doi: 10.1183/13993003.01234-2020. Print 2020 Jul.","Ji M","Eur Respir J","2020","2020/05/21","PMC7241108","","10.1183/13993003.01234-2020"
