PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36503808","Pronounced temporal changes in soil microbial community and nitrogen transformation caused by benzalkonium chloride","Yang R, Zhou S, Zhang L, Qin C.","J Environ Sci (China). 2023 Apr;126:827-835. doi: 10.1016/j.jes.2022.04.004. Epub 2022 Apr 15.","Yang R","J Environ Sci (China)","2023","2022/12/12","PMC9553405","","10.1016/j.jes.2022.04.004"
"35898845","Acute necrotic disorder of the small intestine post-coronavirus disease-2019 vaccination","Nishimura T, Onogawa S, Yamamoto T, Okuda Y, Ikeda M, Matsumoto N, Kurihara K, Shimizu A, Kitamura S, Katamura Y, Hirano N, Itamoto S, Nakahara M, Yonehara S, Shimamoto F, Hanada K.","DEN Open. 2022 Jun 5;3(1):e137. doi: 10.1002/deo2.137. eCollection 2023 Apr.","Nishimura T","DEN Open","2022","2022/07/28","PMC9307720","","10.1002/deo2.137"
"36375966","Number of COVID-19 cases required in a population to detect SARS-CoV-2 RNA in wastewater in the province of Alberta, Canada: Sensitivity assessment","Li Q, Lee BE, Gao T, Qiu Y, Ellehoj E, Yu J, Diggle M, Tipples G, Maal-Bared R, Hinshaw D, Sikora C, Ashbolt NJ, Talbot J, Hrudey SE, Pang X.","J Environ Sci (China). 2023 Mar;125:843-850. doi: 10.1016/j.jes.2022.04.047. Epub 2022 May 5.","Li Q","J Environ Sci (China)","2023","2022/11/14","PMC9068596","","10.1016/j.jes.2022.04.047"
"35730191","Alpelisib induced interstitial lung disease in a patient with advanced breast cancer","Isiklar A, Basaran G, Sepin B, Gumusay O, Kocagoz AS, Cuhadaroglu C.","J Oncol Pharm Pract. 2023 Mar;29(2):484-488. doi: 10.1177/10781552221107532. Epub 2022 Jun 22.","Isiklar A","J Oncol Pharm Pract","2023","2022/06/22","","","10.1177/10781552221107532"
"35722971","Clinical Significance of Right Ventricle Echocardiographic Patterns in Critically-Ill COVID-Related Acute Respiratory Distress Syndrome ""On Behalf of Protecting the Right Ventricle Network (PRORVnet)""","Lazzeri C, Bonizzoli M, Batacchi S, Cianchi G, Chiostri M, Socci F, Peris A.","Angiology. 2023 Mar;74(3):268-272. doi: 10.1177/00033197221105752. Epub 2022 Jun 18.","Lazzeri C","Angiology","2023","2022/06/20","","","10.1177/00033197221105752"
"35659495","""Simulation of medical goggles to stop airborne transmission of viruses: computational fluid dynamics in ergonomics""","Yang W, Chen T, Wang H, He R.","Ergonomics. 2023 Mar;66(3):350-365. doi: 10.1080/00140139.2022.2084565. Epub 2022 Jun 8.","Yang W","Ergonomics","2023","2022/06/06","","","10.1080/00140139.2022.2084565"
"35602918","Nanokit coupled electrospray ionization mass spectrometry for analysis of angiotensin converting enzyme 2 activity in single living cell","Chang X, Wang N, Jiang D, Chen HY, Jiang D.","Chin Chem Lett. 2023 Mar;34(3):107522. doi: 10.1016/j.cclet.2022.05.036. Epub 2022 May 16.","Chang X","Chin Chem Lett","2023","2022/05/23","PMC9109968","","10.1016/j.cclet.2022.05.036"
"35532051","Responding to a school SARS-CoV-2 outbreak: Insights and policy implications emerging from the pandemic","Marrero MC, Bonfini Petraccone J, Guida S, Montesi A, Fanti A, Gigliola G, Scalingi S, Aucone R, Russo FT, Lovetro D, Facente F, Germini F, Del Prete J, Ierardi T, Zagaria N, Gerbasi G, Brandimarte MA, Parente P, Di Rosa E, Paglione L.","Ann Ig. 2023 Mar-Apr;35(2):178-187. doi: 10.7416/ai.2022.2522. Epub 2022 May 6.","Marrero MC","Ann Ig","2023","2022/05/09","","","10.7416/ai.2022.2522"
"35464129","Pituitary apoplexy following adenoviral vector-based COVID-19 vaccination","Roncati L, Manenti A.","Brain Hemorrhages. 2023 Mar;4(1):27-29. doi: 10.1016/j.hest.2022.04.002. Epub 2022 Apr 19.","Roncati L","Brain Hemorrhages","2023","2022/04/25","PMC9017089","","10.1016/j.hest.2022.04.002"
"36006296","A comparison of pain, fatigue, and function between post-COVID-19 condition, fibromyalgia, and chronic fatigue syndrome: a survey study","Haider S, Janowski AJ, Lesnak JB, Hayashi K, Dailey DL, Chimenti R, Frey-Law LA, Sluka KA, Berardi G.","Pain. 2023 Feb 1;164(2):385-401. doi: 10.1097/j.pain.0000000000002711. Epub 2022 Jun 29.","Haider S","Pain","2023","2022/08/25","PMC9797623","NIHMS1813793","10.1097/j.pain.0000000000002711"
