PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36128441","Specification testing for ordinary differential equation models with fixed design and applications to COVID-19 epidemic models","Liu R, Zhu L.","Comput Stat Data Anal. 2023 Apr;180:107616. doi: 10.1016/j.csda.2022.107616. Epub 2022 Sep 16.","Liu R","Comput Stat Data Anal","2023","2022/09/21","PMC9479380","","10.1016/j.csda.2022.107616"
"35959099","Setting up a three-stage pre-endoscopy triage during the coronavirus disease 2019 pandemic: A multicenter observational study","Liu TC, Peng CL, Hsu FY, Chang LC, Wang HP, Chang WK.","DEN Open. 2022 Aug 8;3(1):e159. doi: 10.1002/deo2.159. eCollection 2023 Apr.","Liu TC","DEN Open","2022","2022/08/12","PMC9360760","","10.1002/deo2.159"
"36375967","Sensitivity of wastewater surveillance: What is the minimum COVID-19 cases required in population for SARS-CoV-2 RNA to be detected in wastewater?","Le C.","J Environ Sci (China). 2023 Mar;125:851-853. doi: 10.1016/j.jes.2022.08.020. Epub 2022 Aug 21.","Le C","J Environ Sci (China)","2023","2022/11/14","PMC9392869","","10.1016/j.jes.2022.08.020"
"36186659","Investigating the microbial inactivation effect of low temperature high pressure carbon dioxide and its application in frozen prawn (Penaeus vannamei)","Lian Z, Yang D, Wang Y, Zhao L, Rao L, Liao X.","Food Control. 2023 Mar;145:109401. doi: 10.1016/j.foodcont.2022.109401. Epub 2022 Sep 26.","Lian Z","Food Control","2023","2022/10/03","PMC9512252","","10.1016/j.foodcont.2022.109401"
"35838914","Remaking time: Cultural semiotic transformations of temporality during the early days of the COVID-19 pandemic and lockdown","Ruse JN, Rhodes P, Tateo L, Luca Picione R.","Integr Psychol Behav Sci. 2023 Mar;57(1):235-255. doi: 10.1007/s12124-022-09711-6. Epub 2022 Jul 15.","Ruse JN","Integr Psychol Behav Sci","2023","2022/07/15","PMC9284098","","10.1007/s12124-022-09711-6"
"35833990","Immunologic response to SARS-CoV-2 mRNA vaccination in pediatric kidney transplant recipients","Kermond RF, Ozimek-Kulik JE, Kim S, Alexander SI, Hahn D, Kesson A, Wood N, McCarthy HJ, Durkan AM.","Pediatr Nephrol. 2023 Mar;38(3):859-866. doi: 10.1007/s00467-022-05679-y. Epub 2022 Jul 14.","Kermond RF","Pediatr Nephrol","2023","2022/07/14","PMC9281214","","10.1007/s00467-022-05679-y"
"35833750","""Unprecedented Times:"" Experiences of Social Work and Public Health Professionals during Times of Public Crises","Ventura L, Chiarelli-Helminiak CM, Frankel AS, Hipple E, Ibrahim J, Sharma S, Wolcott J, Metz SM.","Soc Work Public Health. 2023 Feb 17;38(2):121-134. doi: 10.1080/19371918.2022.2097973. Epub 2022 Jul 14.","Ventura L","Soc Work Public Health","2023","2022/07/14","","","10.1080/19371918.2022.2097973"
"36056571","Immunogenicity of two doses of BNT162b2 and mRNA-1273 vaccines for solid cancer patients on treatment with or without a previous SARS-CoV-2 infection","La Verde N, Riva A, Cona MS, Gabrieli A, Cattaneo M, Fasola C, Lipari G, De Stradis C, Favorito V, Lombardi Stocchetti B, Chizzoniti D, Covizzi A, Rulli E, Galli F, Ruggieri L, Gambaro A, Ferrario S, Dalu D, Tarkowski MS.","Int J Cancer. 2023 Feb 15;152(4):661-671. doi: 10.1002/ijc.34273. Epub 2022 Sep 28.","La Verde N","Int J Cancer","2023","2022/09/03","PMC9538813","","10.1002/ijc.34273"
"35830214","Response to anti-SARS-CoV-2 mRNA vaccines in multiple myeloma and chronic lymphocytic leukemia patients","Zaleska J, Kwasnik P, Paziewska M, Purkot J, Szabelak A, Jurek M, Masny N, Dziatkiewicz I, Pronobis-Szczylik B, Piebiak A, Szymczyk A, Jarosz-Chudzik K, Bolkun L, Kozlowska K, Piszcz J, Subocz E, Halka J, Bator M, Kalicinska E, Wrobel T, Usnarska-Zubkiewicz L, Rybka J, Deren-Wagemann I, Szyca-Smieszniak M, Dybko J, Hus I, Pula B, Cichocka E, Rymko M, Zdunczyk D, Ziarkiewicz M, Basak GW, Bullinger L, Giannopoulos K.","Int J Cancer. 2023 Feb 15;152(4):705-712. doi: 10.1002/ijc.34209. Epub 2022 Jul 27.","Zaleska J","Int J Cancer","2023","2022/07/13","PMC9349960","","10.1002/ijc.34209"
"36714299","An Experimental Evaluation of Two Approaches for Improving Response to Household Screening Efforts in National Mail/Web Surveys","Wagner J, West BT, Couper MP, Zhang S, Gatward R, Nishimura R, Saw HW.","J Surv Stat Methodol. 2022 Jul 12;11(1):124-140. doi: 10.1093/jssam/smac024. eCollection 2023 Feb.","Wagner J","J Surv Stat Methodol","2022","2023/01/30","PMC9875245","NIHMS1801658","10.1093/jssam/smac024"
