PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31370712","Assessing the information quality and usability of My Health Record within a health literacy framework: What's changed since 2016?","Walsh L, Hemsley B, Allan M, Dahm MR, Balandin S, Georgiou A, Higgins I, McCarthy S, Hill S.","Health Inf Manag. 2021 Jan-May;50(1-2):13-25. doi: 10.1177/1833358319864734. Epub 2019 Aug 1.","Walsh L","Health Inf Manag","2021","2019/08/03","PMC7747035","","10.1177/1833358319864734"
"31431424","Middle East Respiratory Syndrome (MERS): Comparing the knowledge, attitude and practices of different health care workers","Albarrak AI, Mohammed R, Al Elayan A, Al Fawaz F, Al Masry M, Al Shammari M, Miaygil SB.","J Infect Public Health. 2021 Jan;14(1):89-96. doi: 10.1016/j.jiph.2019.06.029. Epub 2019 Aug 17.","Albarrak AI","J Infect Public Health","2021","2019/08/22","PMC7102554","","10.1016/j.jiph.2019.06.029"
"31510807","Protection of digital health information: Examining guidance from the physician regulatory colleges in Canada","Barr NG, Randall GE.","Health Inf Manag. 2021 Jan-May;50(1-2):26-34. doi: 10.1177/1833358319873968. Epub 2019 Sep 11.","Barr NG","Health Inf Manag","2021","2019/09/13","","","10.1177/1833358319873968"
"31630558","Viral nucleic acid analysis with PCR in lacrimal tissue and nasal swab samples of primary acquired nasolacrimal duct obstruction cases","Yanık Ö, Hoşal B, Tekeli A, Nalcı H.","Eur J Ophthalmol. 2021 Jan;31(1):138-143. doi: 10.1177/1120672119882331. Epub 2019 Oct 21.","Yanık Ö","Eur J Ophthalmol","2021","2019/10/22","PMC7140976","","10.1177/1120672119882331"
"32190904","Alert for non-respiratory symptoms of coronavirus disease 2019 patients in epidemic period: A case report of familial cluster with three asymptomatic COVID-19 patients","Lu S, Lin J, Zhang Z, Xiao L, Jiang Z, Chen J, Hu C, Luo S.","J Med Virol. 2021 Jan;93(1):518-521. doi: 10.1002/jmv.25776. Epub 2020 Sep 28.","Lu S","J Med Virol","2021","2020/03/20","","","10.1002/jmv.25776"
"32206545","Public awareness of coronavirus in Al-Jouf region, Saudi Arabia","Nooh HZ, Alshammary RH, Alenezy JM, Alrowaili NH, Alsharari AJ, Alenzi NM, Sabaa HE.","Z Gesundh Wiss. 2021;29(5):1107-1114. doi: 10.1007/s10389-020-01209-y. Epub 2020 Feb 13.","Nooh HZ","Z Gesundh Wiss","2021","2020/03/25","PMC7088303","","10.1007/s10389-020-01209-y"
"32223317","Study on the public psychological states and its related factors during the outbreak of coronavirus disease 2019 (COVID-19) in some regions of China","Wang Y, Di Y, Ye J, Wei W.","Psychol Health Med. 2021 Jan;26(1):13-22. doi: 10.1080/13548506.2020.1746817. Epub 2020 Mar 30.","Wang Y","Psychol Health Med","2021","2020/04/01","","","10.1080/13548506.2020.1746817"
"32237918","Chloroquine and hydroxychloroquine to treat COVID-19: between hope and caution","Mégarbane B.","Clin Toxicol (Phila). 2021 Jan;59(1):70-71. doi: 10.1080/15563650.2020.1748194. Epub 2020 Apr 2.","Mégarbane B","Clin Toxicol (Phila)","2021","2020/04/03","","","10.1080/15563650.2020.1748194"
"32244051","Lower respiratory tract infection in the community: associations between viral aetiology and illness course","Vos LM, Bruyndonckx R, Zuithoff NPA, Little P, Oosterheert JJ, Broekhuizen BDL, Lammens C, Loens K, Viveen M, Butler CC, Crook D, Zlateva K, Goossens H, Claas ECJ, Ieven M, Van Loon AM, Verheij TJM, Coenjaerts FEJ; GRACE Consortium.","Clin Microbiol Infect. 2021 Jan;27(1):96-104. doi: 10.1016/j.cmi.2020.03.023. Epub 2020 Mar 31.","Vos LM","Clin Microbiol Infect","2021","2020/04/04","PMC7118666","","10.1016/j.cmi.2020.03.023"
"32245691","On the frontline against COVID-19: Community pharmacists' contribution during a public health crisis","Cadogan CA, Hughes CM.","Res Social Adm Pharm. 2021 Jan;17(1):2032-2035. doi: 10.1016/j.sapharm.2020.03.015. Epub 2020 Mar 31.","Cadogan CA","Res Social Adm Pharm","2021","2020/04/05","PMC7270164","","10.1016/j.sapharm.2020.03.015"
"32245840","Regional anesthesia in patients with suspected COVID-19 infection","Altiparmak B, Korkmaz Toker M, Uysal AI, Gümüş Demi Rbi Lek S.","Reg Anesth Pain Med. 2021 Jan;46(1):91-92. doi: 10.1136/rapm-2020-101477. Epub 2020 Apr 3.","Altiparmak B","Reg Anesth Pain Med","2021","2020/04/05","","","10.1136/rapm-2020-101477"
"32246490","Rapid Scale-Up of Telehealth During the COVID-19 Pandemic and Implications for Subspecialty Care in Rural Areas","Nagata JM.","J Rural Health. 2021 Jan;37(1):145. doi: 10.1111/jrh.12433. Epub 2020 May 13.","Nagata JM","J Rural Health","2021","2020/04/05","","","10.1111/jrh.12433"
"32246497","Strategies for Disseminating and Implementing COVID-19 Public Health Prevention Practices in Rural Areas","Prusaczyk B.","J Rural Health. 2021 Jan;37(1):142-144. doi: 10.1111/jrh.12432. Epub 2020 May 30.","Prusaczyk B","J Rural Health","2021","2020/04/05","","","10.1111/jrh.12432"
"32246500","Proactive and Comprehensive Community Health Actions to Fight the COVID-19 Epidemic: Initial Lessons from Vietnam","Van Minh H.","J Rural Health. 2021 Jan;37(1):148. doi: 10.1111/jrh.12430. Epub 2020 Jun 28.","Van Minh H","J Rural Health","2021","2020/04/05","","","10.1111/jrh.12430"
"32246515","Ethics and Economic Growth in the Age of COVID-19: What Is a Just Society to Do?","Hilsenrath PE.","J Rural Health. 2021 Jan;37(1):146-147. doi: 10.1111/jrh.12434. Epub 2020 May 30.","Hilsenrath PE","J Rural Health","2021","2020/04/05","","","10.1111/jrh.12434"
"32246997","Working Together to Meet the Needs of Patients With Inflammatory Bowel Diseases","Brenner EJ, Kappelman MD.","Clin Gastroenterol Hepatol. 2021 Jan;19(1):210-211. doi: 10.1016/j.cgh.2020.03.055. Epub 2020 Apr 1.","Brenner EJ","Clin Gastroenterol Hepatol","2021","2020/04/05","PMC7118664","","10.1016/j.cgh.2020.03.055"
"32247680","Community pharmacists and communication in the time of COVID-19: Applying the health belief model","Carico RR Jr, Sheppard J, Thomas CB.","Res Social Adm Pharm. 2021 Jan;17(1):1984-1987. doi: 10.1016/j.sapharm.2020.03.017. Epub 2020 Mar 26.","Carico RR Jr","Res Social Adm Pharm","2021","2020/04/06","PMC7118622","","10.1016/j.sapharm.2020.03.017"
"32249102","Recommendations and guidance for providing pharmaceutical care services during COVID-19 pandemic: A China perspective","Zheng SQ, Yang L, Zhou PX, Li HB, Liu F, Zhao RS.","Res Social Adm Pharm. 2021 Jan;17(1):1819-1824. doi: 10.1016/j.sapharm.2020.03.012. Epub 2020 Mar 26.","Zheng SQ","Res Social Adm Pharm","2021","2020/04/07","PMC7102520","","10.1016/j.sapharm.2020.03.012"
"32265115","COVID-19 in Colombia endpoints. Are we different, like Europe?","Amariles P, Granados J, Ceballos M, Montoya CJ.","Res Social Adm Pharm. 2021 Jan;17(1):2036-2039. doi: 10.1016/j.sapharm.2020.03.013. Epub 2020 Mar 31.","Amariles P","Res Social Adm Pharm","2021","2020/04/09","PMC7118674","","10.1016/j.sapharm.2020.03.013"
"32272475","Coronavirus Disease 19 Pandemic and Extracorporeal Therapies in Intensive Care: ""Bis Peccare in Bello Non Licet""","Maoujoud O, Asserraji M, Belarbi M, Zemraoui N.","Blood Purif. 2021;50(2):261-262. doi: 10.1159/000507603. Epub 2020 Apr 9.","Maoujoud O","Blood Purif","2021","2020/04/10","PMC7490484","","10.1159/000507603"
"32273254","Cannabidiol as prophylaxis for SARS-CoV-2 and COVID-19? Unfounded claims versus potential risks of medications during the pandemic","Brown JD.","Res Social Adm Pharm. 2021 Jan;17(1):2053. doi: 10.1016/j.sapharm.2020.03.020. Epub 2020 Mar 31.","Brown JD","Res Social Adm Pharm","2021","2020/04/11","PMC7269703","","10.1016/j.sapharm.2020.03.020"
