PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34097371","Coronavirus Disease 2019 (COVID-19) Emergency Use Authorizations (EUAs)","","Silver Spring (MD): Food and Drug Administration (US); 2021–.","","Coronavirus Disease 2019 (COVID-19) Emergency Use Authorizations (EUAs)","2021","2023/01/10","","",""
"33469476","A county-level study of the effects of state-mandated COVID-19 lockdowns on urban and rural restaurant visits using consumers' cell phone geo-location data","Banerjee T, Nayak A, Zhao H.","Z Gesundh Wiss. 2023;31(2):249-258. doi: 10.1007/s10389-020-01473-y. Epub 2021 Jan 15.","Banerjee T","Z Gesundh Wiss","2023","2021/01/20","PMC7809091","","10.1007/s10389-020-01473-y"
"33432293","Anxiety level among students of different college and universities in India during lock down in connection to the COVID-19 pandemic","Biswas S, Biswas A.","Z Gesundh Wiss. 2023;31(1):49-55. doi: 10.1007/s10389-020-01431-8. Epub 2021 Jan 7.","Biswas S","Z Gesundh Wiss","2023","2021/01/12","PMC7788277","","10.1007/s10389-020-01431-8"
"33432292","The COVID-19 epidemic in Poland and its influence on the quality of life of university students (young adults) in the context of restricted access to public spaces","Szczepańska A, Pietrzyka K.","Z Gesundh Wiss. 2023;31(2):295-305. doi: 10.1007/s10389-020-01456-z. Epub 2021 Jan 7.","Szczepańska A","Z Gesundh Wiss","2023","2021/01/12","PMC7788176","","10.1007/s10389-020-01456-z"
"33432286","An online observational study assessing clinical characteristics and impacts of the COVID-19 pandemic on mental health: a perspective study from Bangladesh","Mina FB, Billah M, Karmakar S, Das S, Rahman MS, Hasan MF, Acharjee UK.","Z Gesundh Wiss. 2023;31(2):319-327. doi: 10.1007/s10389-020-01445-2. Epub 2021 Jan 7.","Mina FB","Z Gesundh Wiss","2023","2021/01/12","PMC7787928","","10.1007/s10389-020-01445-2"
"33226664","Pharmacokinetics under the COVID-19 storm","Pilla Reddy V, El-Khateeb E, Jo H, Giovino N, Lythgoe E, Sharma S, Tang W, Jamei M, Rastomi-Hodjegan A.","Br J Clin Pharmacol. 2023 Jan;89(1):158-186. doi: 10.1111/bcp.14668. Epub 2021 Jan 14.","Pilla Reddy V","Br J Clin Pharmacol","2023","2020/11/23","PMC7753415","","10.1111/bcp.14668"
"33455517","Amniocentesis and SARS-CoV-2, in the light of the experience with other viruses","Massarotti C, di Marco E, Gaggero CR, Molinari C, Cagnacci A, de Biasio P.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):5069-5070. doi: 10.1080/14767058.2021.1874913. Epub 2021 Jan 17.","Massarotti C","J Matern Fetal Neonatal Med","2022","2021/01/18","","","10.1080/14767058.2021.1874913"
"33415997","Evidence-Based Strategies for Improving Occupational Safety and Health Among Teleworkers During and After the Coronavirus Pandemic","Schall MC Jr, Chen P.","Hum Factors. 2022 Dec;64(8):1404-1411. doi: 10.1177/0018720820984583. Epub 2021 Jan 8.","Schall MC Jr","Hum Factors","2022","2021/01/08","PMC9282942","NIHMS1821984","10.1177/0018720820984583"
"33393420","Neurological and Neuropsychological Changes Associated with SARS-CoV-2 Infection: New Observations, New Mechanisms","Haidar MA, Jourdi H, Haj Hassan Z, Ashekyan O, Fardoun M, Wehbe Z, Maaliki D, Wehbe M, Mondello S, Abdelhady S, Shahjouei S, Bizri M, Mechref Y, Gold MS, Dbaibo G, Zaraket H, Eid AH, Kobeissy F.","Neuroscientist. 2022 Dec;28(6):552-571. doi: 10.1177/1073858420984106. Epub 2021 Jan 3.","Haidar MA","Neuroscientist","2022","2021/01/04","","","10.1177/1073858420984106"
"33400637","The language of university communications during the COVID-19 pandemic","Mohlman J, Basch C.","J Am Coll Health. 2022 Nov-Dec;70(8):2253-2256. doi: 10.1080/07448481.2020.1856116. Epub 2021 Jan 5.","Mohlman J","J Am Coll Health","2022","2021/01/05","","","10.1080/07448481.2020.1856116"
"33314076","Can the hyperthermia-mediated heat shock factor/heat shock protein 70 pathway dampen the cytokine storm during SARS-CoV-2 infection?","Rébé C, Ghiringhelli F, Garrido C.","Br J Pharmacol. 2022 Nov;179(21):4910-4916. doi: 10.1111/bph.15343. Epub 2021 Jan 9.","Rébé C","Br J Pharmacol","2022","2020/12/14","","","10.1111/bph.15343"
"33520688","Prolonged Use of n95 Mask a Boon or Bane to Healthcare Workers During Covid-19 Pandemic","Kumar Shubhanshu, Singh A.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2853-2856. doi: 10.1007/s12070-021-02396-0. Epub 2021 Jan 25.","Kumar Shubhanshu","Indian J Otolaryngol Head Neck Surg","2022","2021/02/01","PMC7831687","","10.1007/s12070-021-02396-0"
"33520687","The Association of Smell and Taste Dysfunction with COVID19, And Their Functional Impacts","AlShakhs A, Almomen A, AlYaeesh I, AlOmairin A, AlMutairi AA, Alammar Z, Almomen H, Almomen Z.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2847-2852. doi: 10.1007/s12070-020-02330-w. Epub 2021 Jan 23.","AlShakhs A","Indian J Otolaryngol Head Neck Surg","2022","2021/02/01","PMC7822753","","10.1007/s12070-020-02330-w"
"33489853","Olfactory Dysfunction in COVID-19 Patients: Findings from a Tertiary Rural Centre","Thakur K, Sagayaraj A, Prasad KC, Gupta A.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2840-2846. doi: 10.1007/s12070-021-02364-8. Epub 2021 Jan 18.","Thakur K","Indian J Otolaryngol Head Neck Surg","2022","2021/01/25","PMC7813170","","10.1007/s12070-021-02364-8"
"33489852","An Experience of Otorhinolaryngologists as Frontline Worker with Novel Coronavirus: A Qualitative Analysis","Kaur R, Kaur A, Kumar P.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2832-2839. doi: 10.1007/s12070-021-02369-3. Epub 2021 Jan 16.","Kaur R","Indian J Otolaryngol Head Neck Surg","2022","2021/01/25","PMC7810597","","10.1007/s12070-021-02369-3"
"33436120","Increases in depression and anxiety symptoms in adolescents and young adults during the COVID-19 pandemic","Hawes MT, Szenczy AK, Klein DN, Hajcak G, Nelson BD.","Psychol Med. 2022 Oct;52(14):3222-3230. doi: 10.1017/S0033291720005358. Epub 2021 Jan 13.","Hawes MT","Psychol Med","2022","2021/01/13","PMC7844180","","10.1017/S0033291720005358"
"36438426","Monobiotinylated Proteins Tethered to Microspheres for Detection of Antigen-Specific Serum Antibodies","Whitley CS, Mitchell TC.","J Biol Methods. 2022 Sep 23;8:e164. doi: 10.14440/jbm.2022.390. eCollection 2021.","Whitley CS","J Biol Methods","2022","2022/11/28","PMC9682163","","10.14440/jbm.2022.390"
"35990879","Changes Adopted in Asian Pediatric Hospitals during the COVID-19 Pandemic: A Report from the Pediatric Acute and Critical Care COVID-19 Registry of Asia","Wong JJM, Abbas Q, Anantasit N, Shimizu N, Malisie RF, Dang H, Xu F, Ong JSM, Lee PC, Saito O, Pon KM, Ikeyama T, Jayashree M, Samransamruajkit R, Cheng Y, Liauw F, Kurosawa H, Diaz AAN, Gan CS, Zhang F, Lee JH; Pediatric Acute Critical Care Medicine Asian Network.","J Pediatr Intensive Care. 2021 Jan 19;11(3):221-225. doi: 10.1055/s-0040-1722340. eCollection 2022 Sep.","Wong JJM","J Pediatr Intensive Care","2021","2022/08/22","PMC9381435","","10.1055/s-0040-1722340"
"33465012","COVID-19 in spinal cord injury patients at a veterans administration hospital: A case series","Galea MD, Gelman MA, Galea VP, Raulkar KP, Kornfeld S, Johnson-Kunjukutty S, Li G, Bräu N.","J Spinal Cord Med. 2022 Sep;45(5):668-680. doi: 10.1080/10790268.2020.1871254. Epub 2021 Jan 19.","Galea MD","J Spinal Cord Med","2022","2021/01/19","PMC9542337","","10.1080/10790268.2020.1871254"
"33443466","Elevated levels of IgA and IgG2 in individuals with chronic spinal cord injury","Shnawa A, Lee S, Papatheodorou A, Gibbs K, Stein A, Morrison D, Bloom O.","J Spinal Cord Med. 2022 Sep;45(5):728-738. doi: 10.1080/10790268.2020.1854550. Epub 2021 Jan 14.","Shnawa A","J Spinal Cord Med","2022","2021/01/14","PMC9542629","","10.1080/10790268.2020.1854550"
