PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34313168","Interpersonal Communication Influence on Health-Protective Behaviors amid the COVID-19 Crisis","Ju I, Ohs J, Park T, Hinsley A.","Health Commun. 2023 Mar;38(3):468-479. doi: 10.1080/10410236.2021.1956038. Epub 2021 Jul 27.","Ju I","Health Commun","2023","2021/07/27","","","10.1080/10410236.2021.1956038"
"34313162","Behavior Guidance during the Covid-19 Pandemic: Health Literacy as a Weapon against the Virus","Araújo R, Lopes F, Magalhães O, Sá A, Aguiar A.","Health Commun. 2023 Mar;38(3):490-498. doi: 10.1080/10410236.2021.1956070. Epub 2021 Jul 27.","Araújo R","Health Commun","2023","2021/07/27","","","10.1080/10410236.2021.1956070"
"34313181","Caring for Patients without Personal Protective Equipment (PPE): Material Conditions as Multidimensional Cascading Triggers for Resilience Processes","Hintz EA, Betts T, Buzzanell PM.","Health Commun. 2023 Feb;38(2):371-380. doi: 10.1080/10410236.2021.1953727. Epub 2021 Jul 27.","Hintz EA","Health Commun","2023","2021/07/27","","","10.1080/10410236.2021.1953727"
"34098784","Use of Intravenous Vitamin C in Critically Ill Patients With COVID-19 Infection","Li M, Ching TH, Hipple C, Lopez R, Sahibzada A, Rahman H.","J Pharm Pract. 2023 Feb;36(1):60-66. doi: 10.1177/08971900211015052. Epub 2021 Jun 8.","Li M","J Pharm Pract","2023","2021/06/08","","","10.1177/08971900211015052"
"33820491","Symptomatic arterial thrombosis associated with novel coronavirus disease 2019 (COVID-19): report of two cases","De Hous N, Hollering P, Van Looveren R, Tran T, De Roover D, Vercauteren S.","Acta Chir Belg. 2023 Feb;123(1):81-84. doi: 10.1080/00015458.2021.1911751. Epub 2021 Jun 1.","De Hous N","Acta Chir Belg","2023","2021/04/06","","","10.1080/00015458.2021.1911751"
"33534939","Best-practices for preventing skin injury beneath personal protective equipment during the COVID-19 pandemic: A position paper from the National Pressure Injury Advisory Panel","Padula WV, Cuddigan J, Ruotsi L, Black JM, Brienza D, Capasso V, Cox J, Delmore B, Holden-Mount S, Munoz N, Nie AM, Pittman J, Sonenblum SE, Tescher A; National Pressure Injury Advisory Panel (NPIAP).","J Clin Nurs. 2023 Feb;32(3-4):625-632. doi: 10.1111/jocn.15682. Epub 2021 Jun 13.","Padula WV","J Clin Nurs","2023","2021/02/03","PMC8013459","","10.1111/jocn.15682"
"36619362","Lifting COVID-19 mitigation measures in Spain (May-June 2020)","Monge S, Latasa Zamalloa P, Sierra Moros MJ, Pérez Olaso O, García San Miguel L, Varela C, Rivera Ariza S, Vázquez Torres MC, Olmedo Lucerón MDC, González Yuste P, Soler Crespo P, Segura Del Pozo J, Gullón P, Carrasco JM, Martínez Sánchez EV, Redondo Bravo L, Pichiule Castañeda M, Purriños Hermida MJ, Hervada Vidal X, Huerta Gonzalez I, Margolles M, Vanaclocha Luna H, Ramalle Gómara E, Pérez Martín JJ, Chirlaque López MD, López Fernández MJ, Lorusso N, Carmona Ubago A, Rivas Perez A, Ramos Marin V, Criado Alvarez JJ, Castrillejo Pérez D, Góméz Anés AA, Frontera M, Macias Rodriguez P, Álvarez León EE, Díaz Casañas M, Lopaz Perez MA, Alonso Pérez de Ágreda JP, Navas Gutierrez P, Rosell Aguilar I, Arteagoitia Axpe JM, Gonzalez Carril F, Aparicio Azcárraga P, Simón Soria F, Suarez Rodríguez B; Members of the Technical advisory group for the lifting of lockdown measures.","Enferm Infecc Microbiol Clin. 2023 Jan;41(1):11-17. doi: 10.1016/j.eimc.2021.05.011. Epub 2021 Jun 12.","Monge S","Enferm Infecc Microbiol Clin","2023","2023/01/09","PMC9791371","","10.1016/j.eimc.2021.05.011"
"34345055","[Posterior reversible encephalopathy syndrome in critical COVID-19 patients: Report of 2 cases]","Tortajada Soler JJ, Tauler Redondo MP, Garví López M, Lozano Serrano MB, López-Torres López J, Sánchez López ML.","Rev Esp Anestesiol Reanim. 2023 Jan;70(1):51-55. doi: 10.1016/j.redar.2021.05.022. Epub 2021 Jul 30.","Tortajada Soler JJ","Rev Esp Anestesiol Reanim","2023","2021/08/04","PMC8321770","","10.1016/j.redar.2021.05.022"
"34309060","Klinefelter syndrome-Considerations in management during the SARS-CoV-2 pandemic","Qian S, Faithfull J, Sangster P, Butler G, Srirangalingam U.","Clin Endocrinol (Oxf). 2023 Jan;98(1):131-132. doi: 10.1111/cen.14553. Epub 2021 Jul 26.","Qian S","Clin Endocrinol (Oxf)","2023","2021/07/26","PMC8444773","","10.1111/cen.14553"
"34302523","Preoperative ferritin and hemoglobin levels are lower in patients with a history of COVID-19 but blood loss and transfusion requirements are not increased","Jungwirth-Weinberger A, Bendich I, Westrich GH, Su EP, Valle AGD, Boettner F.","Arch Orthop Trauma Surg. 2023 Jan;143(1):311-315. doi: 10.1007/s00402-021-04082-w. Epub 2021 Jul 24.","Jungwirth-Weinberger A","Arch Orthop Trauma Surg","2023","2021/07/24","PMC8308077","","10.1007/s00402-021-04082-w"
"34238844","2020: Association for Nursing Professional Development's Year of Resources and Resilience","Russell JA, Bodine J.","J Nurses Prof Dev. 2023 Jan-Feb 01;39(1):24-26. doi: 10.1097/NND.0000000000000771. Epub 2021 Jul 6.","Russell JA","J Nurses Prof Dev","2023","2021/07/09","","","10.1097/NND.0000000000000771"
"34150443","A review on role of nitrous oxide nanoparticles, potential vaccine targets, drug, health care and artificial intelligence to combat COVID-19","Manigandan S, Praveenkumar TR, Brindhadevi K.","Appl Nanosci. 2023;13(1):111-118. doi: 10.1007/s13204-021-01935-z. Epub 2021 Jun 16.","Manigandan S","Appl Nanosci","2023","2021/06/21","PMC8205648","","10.1007/s13204-021-01935-z"
"34131555","SARS-CoV-2 and its new variants: a comprehensive review on nanotechnological application insights into potential approaches","Raja RK, Nguyen-Tri P, Balasubramani G, Alagarsamy A, Hazir S, Ladhari S, Saidi A, Pugazhendhi A, Samy AA.","Appl Nanosci. 2023;13(1):65-93. doi: 10.1007/s13204-021-01900-w. Epub 2021 Jun 10.","Raja RK","Appl Nanosci","2023","2021/06/16","PMC8190993","","10.1007/s13204-021-01900-w"
"34127909","A new QoE-based prediction model for evaluating virtual education systems with COVID-19 side effects using data mining","Tan C, Lin J.","Soft comput. 2023;27(3):1699-1713. doi: 10.1007/s00500-021-05932-w. Epub 2021 Jun 10.","Tan C","Soft comput","2023","2021/06/15","PMC8190738","","10.1007/s00500-021-05932-w"
"34325612","COVID-19 vaccine hesitancy: misinformation and perceptions of vaccine safety","Kricorian K, Civen R, Equils O.","Hum Vaccin Immunother. 2022 Dec 31;18(1):1950504. doi: 10.1080/21645515.2021.1950504. Epub 2021 Jul 30.","Kricorian K","Hum Vaccin Immunother","2022","2021/07/30","PMC8920251","","10.1080/21645515.2021.1950504"
"34324407","COVID-19 vaccination in Chinese children: a cross-sectional study on the cognition, psychological anxiety state and the willingness toward vaccination","Yang J, Zhang T, Qi W, Zhang X, Jia M, Leng Z, Wang Q, Yang Y, Yang W, Ma L, Feng L, Wang C.","Hum Vaccin Immunother. 2022 Dec 31;18(1):1-7. doi: 10.1080/21645515.2021.1949950. Epub 2021 Jul 29.","Yang J","Hum Vaccin Immunother","2022","2021/07/29","PMC8920157","","10.1080/21645515.2021.1949950"
"34242123","SARS-CoV-2 vaccination in the context of original antigenic sin","Petráš M, Králová Lesná I.","Hum Vaccin Immunother. 2022 Dec 31;18(1):1949953. doi: 10.1080/21645515.2021.1949953. Epub 2021 Jul 9.","Petráš M","Hum Vaccin Immunother","2022","2021/07/09","PMC8290366","","10.1080/21645515.2021.1949953"
"34227914","COVID-19 vaccine hesitancy in Zambia: a glimpse at the possible challenges ahead for COVID-19 vaccination rollout in sub-Saharan Africa","Carcelen AC, Prosperi C, Mutembo S, Chongwe G, Mwansa FD, Ndubani P, Simulundu E, Chilumba I, Musukwa G, Thuma P, Kapungu K, Hamahuwa M, Mutale I, Winter A, Moss WJ, Truelove SA.","Hum Vaccin Immunother. 2022 Dec 31;18(1):1-6. doi: 10.1080/21645515.2021.1948784. Epub 2021 Jul 6.","Carcelen AC","Hum Vaccin Immunother","2022","2021/07/06","PMC8920139","","10.1080/21645515.2021.1948784"
