PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31262511","Characteristics of community-acquired respiratory viruses infections except seasonal influenza in transplant recipients and non-transplant critically ill patients","Lee KH, Yoo SG, Cho Y, Kwon DE, La Y, Han SH, Kim MS, Choi JS, Kim SI, Kim YS, Min YH, Cheong JW, Kim JS, Song YG.","J Microbiol Immunol Infect. 2021 Apr;54(2):253-260. doi: 10.1016/j.jmii.2019.05.007. Epub 2019 Jun 19.","Lee KH","J Microbiol Immunol Infect","2021","2019/07/03","PMC7102620","","10.1016/j.jmii.2019.05.007"
"32140989","The CABI Trial: an Unblinded Parallel Group Randomised Controlled Feasibility Trial of Long-Course Antibiotic Therapy (28 Days) Compared with Short Course (≤ 10 Days) in the Prevention of Relapse in Adults Treated for Complicated Intra-Abdominal Infection","Ahmed S, Brown R, Pettinger R, Vargas-Palacios A, Burke D, Kirby A.","J Gastrointest Surg. 2021 Apr;25(4):1045-1052. doi: 10.1007/s11605-020-04545-2. Epub 2020 Mar 5.","Ahmed S","J Gastrointest Surg","2021","2020/03/07","","","10.1007/s11605-020-04545-2"
"32198190","Practical laboratory considerations amidst the COVID-19 outbreak: early experience from Singapore","Tan SS, Yan B, Saw S, Lee CK, Chong AT, Jureen R, Sethi S.","J Clin Pathol. 2021 Apr;74(4):257-260. doi: 10.1136/jclinpath-2020-206563. Epub 2020 Mar 20.","Tan SS","J Clin Pathol","2021","2020/03/22","","","10.1136/jclinpath-2020-206563"
"32216863","Posttraumatic stress symptoms and attitude toward crisis mental health services among clinically stable patients with COVID-19 in China","Bo HX, Li W, Yang Y, Wang Y, Zhang Q, Cheung T, Wu X, Xiang YT.","Psychol Med. 2021 Apr;51(6):1052-1053. doi: 10.1017/S0033291720000999. Epub 2020 Mar 27.","Bo HX","Psychol Med","2021","2020/03/29","PMC7200846","","10.1017/S0033291720000999"
"32238078","In-silico approaches to detect inhibitors of the human severe acute respiratory syndrome coronavirus envelope protein ion channel","Gupta MK, Vemula S, Donde R, Gouda G, Behera L, Vadde R.","J Biomol Struct Dyn. 2021 Apr;39(7):2617-2627. doi: 10.1080/07391102.2020.1751300. Epub 2020 Apr 15.","Gupta MK","J Biomol Struct Dyn","2021","2020/04/03","PMC7171389","","10.1080/07391102.2020.1751300"
"32238094","Identification of chymotrypsin-like protease inhibitors of SARS-CoV-2 via integrated computational approach","Khan SA, Zia K, Ashraf S, Uddin R, Ul-Haq Z.","J Biomol Struct Dyn. 2021 Apr;39(7):2607-2616. doi: 10.1080/07391102.2020.1751298. Epub 2020 Apr 13.","Khan SA","J Biomol Struct Dyn","2021","2020/04/03","","","10.1080/07391102.2020.1751298"
"32248766","Computational studies of drug repurposing and synergism of lopinavir, oseltamivir and ritonavir binding with SARS-CoV-2 protease against COVID-19","Muralidharan N, Sakthivel R, Velmurugan D, Gromiha MM.","J Biomol Struct Dyn. 2021 Apr;39(7):2673-2678. doi: 10.1080/07391102.2020.1752802. Epub 2020 Apr 16.","Muralidharan N","J Biomol Struct Dyn","2021","2020/04/07","","","10.1080/07391102.2020.1752802"
"32265180","Genotype and phenotype of COVID-19: Their roles in pathogenesis","Mousavizadeh L, Ghasemi S.","J Microbiol Immunol Infect. 2021 Apr;54(2):159-163. doi: 10.1016/j.jmii.2020.03.022. Epub 2020 Mar 31.","Mousavizadeh L","J Microbiol Immunol Infect","2021","2020/04/09","PMC7138183","","10.1016/j.jmii.2020.03.022"
"32277533","Emergency measures for acute oral mucosa diseases during the outbreak of COVID-19","Guo Y, Yuan C, Wei C.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):737-739. doi: 10.1111/odi.13350. Epub 2020 Apr 27.","Guo Y","Oral Dis","2021","2020/04/12","PMC7262343","","10.1111/odi.13350"
"32304276","The impact of coronavirus infectious disease 19 (COVID-19) on oral health","Dziedzic A, Wojtyczka R.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):703-706. doi: 10.1111/odi.13359. Epub 2020 May 6.","Dziedzic A","Oral Dis","2021","2020/04/19","PMC7264805","","10.1111/odi.13359"
"32306459","The outbreak of Novel Coronavirus disease (COVID-19) caused a worrying delay in the diagnosis of oral cancer in north-west Italy: The Turin Metropolitan Area experience","Arduino PG, Conrotto D, Broccoletti R.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):742-743. doi: 10.1111/odi.13362. Epub 2020 May 11.","Arduino PG","Oral Dis","2021","2020/04/20","PMC7264792","","10.1111/odi.13362"
"32306496","Strategies for prevention of coronavirus disease 2019 in the dental field","Lee YH, Auh QS.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):740-741. doi: 10.1111/odi.13361. Epub 2020 May 16.","Lee YH","Oral Dis","2021","2020/04/20","PMC7264497","","10.1111/odi.13361"
"32307831","Tele(oral)medicine: A new approach during the COVID-19 crisis","Villa A, Sankar V, Shiboski C.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):744-745. doi: 10.1111/odi.13364. Epub 2020 May 11.","Villa A","Oral Dis","2021","2020/04/21","PMC7264524","","10.1111/odi.13364"
"32311181","SARS-CoV-2: What can saliva tell us?","Henrique Braz-Silva P, Pallos D, Giannecchini S, To KK.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):746-747. doi: 10.1111/odi.13365. Epub 2020 May 11.","Henrique Braz-Silva P","Oral Dis","2021","2020/04/21","PMC7264628","","10.1111/odi.13365"
"32311811","COVID-19 under the SARS Cloud: Mental Health Nursing during the Pandemic in Hong Kong","Cheung T, Fong TKH, Bressington D.","J Psychiatr Ment Health Nurs. 2021 Apr;28(2):115-117. doi: 10.1111/jpm.12639. Epub 2020 May 12.","Cheung T","J Psychiatr Ment Health Nurs","2021","2020/04/21","PMC7264671","","10.1111/jpm.12639"
"32312717","Cytology in the time of coronavirus disease (COVID-19): an Italian perspective","Vigliar E, Iaccarino A, Bruzzese D, Malapelle U, Bellevicine C, Troncone G.","J Clin Pathol. 2021 Apr;74(4):261-263. doi: 10.1136/jclinpath-2020-206614. Epub 2020 Apr 20.","Vigliar E","J Clin Pathol","2021","2020/04/22","PMC7211103","","10.1136/jclinpath-2020-206614"
"32330475","Increased Amylase and Lipase in Patients With COVID-19 Pneumonia: Don't Blame the Pancreas Just Yet!","de-Madaria E, Siau K, Cárdenas-Jaén K.","Gastroenterology. 2021 Apr;160(5):1871. doi: 10.1053/j.gastro.2020.04.044. Epub 2020 Apr 21.","de-Madaria E","Gastroenterology","2021","2020/04/25","PMC7194902","","10.1053/j.gastro.2020.04.044"
"32333489","Is gustatory impairment the first report of an oral manifestation in COVID-19?","Vinayachandran D, Balasubramanian S.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):748-749. doi: 10.1111/odi.13371. Epub 2020 May 18.","Vinayachandran D","Oral Dis","2021","2020/04/26","PMC7267516","","10.1111/odi.13371"
"32333518","Two cases of COVID-19 with positive salivary and negative pharyngeal or respiratory swabs at hospital discharge: A rising concern","Azzi L, Carcano G, Dalla Gasperina D, Sessa F, Maurino V, Baj A.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):707-709. doi: 10.1111/odi.13368. Epub 2020 May 11.","Azzi L","Oral Dis","2021","2020/04/26","PMC7267504","","10.1111/odi.13368"
"32340645","The mental health of doctors during the COVID-19 pandemic","Galbraith N, Boyda D, McFeeters D, Hassan T.","BJPsych Bull. 2021 Apr;45(2):93-97. doi: 10.1192/bjb.2020.44.","Galbraith N","BJPsych Bull","2021","2020/04/29","PMC7322151","","10.1192/bjb.2020.44"
"32340890","Multi-Cultural Project Initiative: An inclusive representation of ""Coronavirus Guidelines for America""","Doroudgar S, Hernandez FE, Kali-Rai R, Yoshizuka K.","Res Social Adm Pharm. 2021 Apr;17(4):816-818. doi: 10.1016/j.sapharm.2020.04.006. Epub 2020 Apr 6.","Doroudgar S","Res Social Adm Pharm","2021","2020/04/29","PMC7195416","","10.1016/j.sapharm.2020.04.006"
"32347683","Neurosurgery at the time of COVID-19: how this pandemic infectious disease is influencing neurosurgical activities and patient management","Ricciardi L, Trungu S, Scerrati A, DE Bonis P, Miscusi M, Raco A.","J Neurosurg Sci. 2021 Apr;65(2):216-217. doi: 10.23736/S0390-5616.20.04976-0. Epub 2020 Apr 29.","Ricciardi L","J Neurosurg Sci","2021","2020/04/30","","","10.23736/S0390-5616.20.04976-0"
"32348636","Hyposalivation as a potential risk for SARS-CoV-2 infection: Inhibitory role of saliva","Farshidfar N, Hamedani S.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):750-751. doi: 10.1111/odi.13375. Epub 2020 May 29.","Farshidfar N","Oral Dis","2021","2020/04/30","PMC7267261","","10.1111/odi.13375"
"32352615","Povidone-iodine gargle as a prophylactic intervention to interrupt the transmission of SARS-CoV-2","Pattanshetty S, Narayana A, Radhakrishnan R.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):752-753. doi: 10.1111/odi.13378. Epub 2020 May 26.","Pattanshetty S","Oral Dis","2021","2020/05/01","PMC7267645","","10.1111/odi.13378"
"32352621","COVID-19 lockdown: A perfect storm for older people's mental health","Webb L.","J Psychiatr Ment Health Nurs. 2021 Apr;28(2):300. doi: 10.1111/jpm.12644. Epub 2020 Jun 28.","Webb L","J Psychiatr Ment Health Nurs","2021","2020/05/01","PMC7267362","","10.1111/jpm.12644"
"32362005","Correspondence: Importance of the validated serum biochemistry and hemogram parameters for rapid diagnosis and to prevent false negative results during COVID-19 pandemic","Aydemir D, Ulusu NN.","Biotechnol Appl Biochem. 2021 Apr;68(2):390-391. doi: 10.1002/bab.1936. Epub 2020 May 21.","Aydemir D","Biotechnol Appl Biochem","2021","2020/05/04","PMC7267458","","10.1002/bab.1936"
"32362235","Understanding the binding affinity of noscapines with protease of SARS-CoV-2 for COVID-19 using MD simulations at different temperatures","Kumar D, Kumari K, Jayaraj A, Kumar V, Kumar RV, Dass SK, Chandra R, Singh P.","J Biomol Struct Dyn. 2021 Apr;39(7):2659-2672. doi: 10.1080/07391102.2020.1752310. Epub 2020 May 4.","Kumar D","J Biomol Struct Dyn","2021","2020/05/05","PMC7212547","","10.1080/07391102.2020.1752310"
"32369674","Oral vesiculobullous lesions associated with SARS-CoV-2 infection","Martín Carreras-Presas C, Amaro Sánchez J, López-Sánchez AF, Jané-Salas E, Somacarrera Pérez ML.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):710-712. doi: 10.1111/odi.13382. Epub 2020 May 29.","Martín Carreras-Presas C","Oral Dis","2021","2020/05/06","PMC7267423","","10.1111/odi.13382"
"32369675","Digitally aided telemedicine during the SARS-CoV-2 pandemic to screen oral medicine emergencies","Georgakopoulou EA.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):754-756. doi: 10.1111/odi.13383. Epub 2020 Jul 13.","Georgakopoulou EA","Oral Dis","2021","2020/05/06","PMC7267285","","10.1111/odi.13383"
"32378762","Covid 19: Transcending social distance","O'Brien A.","J Psychiatr Ment Health Nurs. 2021 Apr;28(2):301. doi: 10.1111/jpm.12648. Epub 2020 Jun 28.","O'Brien A","J Psychiatr Ment Health Nurs","2021","2020/05/08","PMC7267539","","10.1111/jpm.12648"
"32378768","People experiencing homelessness urgently need to be recognised as a high risk group for COVID-19","Cumming C, Wood L, Davies A.","Health Promot J Austr. 2021 Apr;32(2):359-360. doi: 10.1002/hpja.355. Epub 2020 May 14.","Cumming C","Health Promot J Austr","2021","2020/05/08","","","10.1002/hpja.355"
"32390264","A blueprint for recovery for the postcoronavirus (COVID-19) world","Miller CS, Carlson CR.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):716-717. doi: 10.1111/odi.13407. Epub 2020 Jun 1.","Miller CS","Oral Dis","2021","2020/05/12","PMC7272918","","10.1111/odi.13407"
"32391651","Infection control in dental health care during and after the SARS-CoV-2 outbreak","Volgenant CMC, Persoon IF, de Ruijter RAG, de Soet JJH.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):674-683. doi: 10.1111/odi.13408. Epub 2020 May 25.","Volgenant CMC","Oral Dis","2021","2020/05/12","PMC7272817","","10.1111/odi.13408"
"32392364","Political polarization at the time of the coronavirus: A Brazilian's view","Leão JC.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):713-715. doi: 10.1111/odi.13406. Epub 2020 May 25.","Leão JC","Oral Dis","2021","2020/05/12","PMC7273100","","10.1111/odi.13406"
"32394816","Impact of sedentarism due to the COVID-19 home confinement on neuromuscular, cardiovascular and metabolic health: Physiological and pathophysiological implications and recommendations for physical and nutritional countermeasures","Narici M, Vito G, Franchi M, Paoli A, Moro T, Marcolin G, Grassi B, Baldassarre G, Zuccarelli L, Biolo G, di Girolamo FG, Fiotti N, Dela F, Greenhaff P, Maganaris C.","Eur J Sport Sci. 2021 Apr;21(4):614-635. doi: 10.1080/17461391.2020.1761076. Epub 2020 May 12.","Narici M","Eur J Sport Sci","2021","2020/05/13","","","10.1080/17461391.2020.1761076"
"32401373","Protecting dental manpower from COVID-19 infection","Warnakulasuriya S.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):651-654. doi: 10.1111/odi.13410. Epub 2020 Jun 1.","Warnakulasuriya S","Oral Dis","2021","2020/05/14","PMC7272980","","10.1111/odi.13410"
"32406591","#SendHelpNow: Mental wellness and virtual connection in the age of coronavirus","Brawner BM.","J Psychiatr Ment Health Nurs. 2021 Apr;28(2):121-122. doi: 10.1111/jpm.12651. Epub 2020 Jun 9.","Brawner BM","J Psychiatr Ment Health Nurs","2021","2020/05/15","PMC7272808","","10.1111/jpm.12651"
"32407807","Could Patients With Inflammatory Bowel Disease Treated With Immunomodulators or Biologics Be at Lower Risk for Severe Forms of COVID-19?","Macaluso FS, Orlando A.","Gastroenterology. 2021 Apr;160(5):1877-1878. doi: 10.1053/j.gastro.2020.05.026. Epub 2020 May 12.","Macaluso FS","Gastroenterology","2021","2020/05/15","PMC7214317","","10.1053/j.gastro.2020.05.026"
"32409515","The #ASRASpring20 conference was canceled due to COVID-19 but the science survives and thrives","Gupta RK, Mariano ER, Narouze S, Elkassabany NM.","Reg Anesth Pain Med. 2021 Apr;46(4):374-375. doi: 10.1136/rapm-2020-101645. Epub 2020 May 13.","Gupta RK","Reg Anesth Pain Med","2021","2020/05/16","","","10.1136/rapm-2020-101645"
"32409516","Proximal humeral fracture surgery in the COVID-19 pandemic: advocacy for regional anesthesia","Tognù A, Barbara E, Pacini I, Bosco M.","Reg Anesth Pain Med. 2021 Apr;46(4):375-376. doi: 10.1136/rapm-2020-101626. Epub 2020 May 13.","Tognù A","Reg Anesth Pain Med","2021","2020/05/16","","","10.1136/rapm-2020-101626"
"32410112","Contribution of anosmia and dysgeusia for diagnostic of COVID-19 in outpatients","Zayet S, Klopfenstein T, Mercier J, Kadiane-Oussou NJ, Lan Cheong Wah L, Royer PY, Toko L, Gendrin V.","Infection. 2021 Apr;49(2):361-365. doi: 10.1007/s15010-020-01442-3. Epub 2020 May 14.","Zayet S","Infection","2021","2020/05/16","PMC7221233","","10.1007/s15010-020-01442-3"
"32423496","Psychological distress in patients with serious mental illness during the COVID-19 outbreak and one-month mass quarantine in Italy","Iasevoli F, Fornaro M, D'Urso G, Galletta D, Casella C, Paternoster M, Buccelli C, de Bartolomeis A; COVID-19 in Psychiatry Study Group.","Psychol Med. 2021 Apr;51(6):1054-1056. doi: 10.1017/S0033291720001841. Epub 2020 May 19.","Iasevoli F","Psychol Med","2021","2020/05/20","PMC7261960","","10.1017/S0033291720001841"
"32427416","COVID-19 complicated by acute myocardial infarction with extensive thrombus burden and cardiogenic shock","Harari R, Bangalore S, Chang E, Shah B.","Catheter Cardiovasc Interv. 2021 Apr 1;97(5):E661-E666. doi: 10.1002/ccd.28992. Epub 2020 May 19.","Harari R","Catheter Cardiovasc Interv","2021","2020/05/20","PMC7276857","","10.1002/ccd.28992"
"32428281","The effect of COVID-19 pandemic on oral medicine services in a tertiary referral center","Umansky Sommer M, Davidovitch T, Platner O, Inerman A, Yarom N.","Oral Dis. 2021 Apr;27 Suppl 3(Suppl 3):718-719. doi: 10.1111/odi.13417. Epub 2020 May 28.","Umansky Sommer M","Oral Dis","2021","2020/05/20","PMC7276771","","10.1111/odi.13417"
