PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32587976","Cryo-EM structure of the SARS-CoV-2 3a ion channel in lipid nanodiscs","Kern DM, Sorum B, Mali SS, Hoel CM, Sridharan S, Remis JP, Toso DB, Kotecha A, Bautista DM, Brohawn SG.","bioRxiv. 2021 Jan 26:2020.06.17.156554. doi: 10.1101/2020.06.17.156554. Preprint.","Kern DM","bioRxiv","2021","2020/06/27","PMC7310636","","10.1101/2020.06.17.156554"
"33020166","A Prospective Study of Neurologic Disorders in Hospitalized Patients With COVID-19 in New York City","Frontera JA, Sabadia S, Lalchan R, Fang T, Flusty B, Millar-Vernetti P, Snyder T, Berger S, Yang D, Granger A, Morgan N, Patel P, Gutman J, Melmed K, Agarwal S, Bokhari M, Andino A, Valdes E, Omari M, Kvernland A, Lillemoe K, Chou SH, McNett M, Helbok R, Mainali S, Fink EL, Robertson C, Schober M, Suarez JI, Ziai W, Menon D, Friedman D, Friedman D, Holmes M, Huang J, Thawani S, Howard J, Abou-Fayssal N, Krieger P, Lewis A, Lord AS, Zhou T, Kahn DE, Czeisler BM, Torres J, Yaghi S, Ishida K, Scher E, de Havenon A, Placantonakis D, Liu M, Wisniewski T, Troxel AB, Balcer L, Galetta S.","Neurology. 2021 Jan 26;96(4):e575-e586. doi: 10.1212/WNL.0000000000010979. Epub 2020 Oct 5.","Frontera JA","Neurology","2021","2020/10/06","PMC7905791","","10.1212/WNL.0000000000010979"
"33032267","Severity assessment of COVID-19 using CT image features and laboratory indices","Tang Z, Zhao W, Xie X, Zhong Z, Shi F, Ma T, Liu J, Shen D.","Phys Med Biol. 2021 Jan 26;66(3):035015. doi: 10.1088/1361-6560/abbf9e.","Tang Z","Phys Med Biol","2021","2020/10/08","","","10.1088/1361-6560/abbf9e"
"33226787","Mobile Health (mHealth) Viral Diagnostics Enabled with Adaptive Adversarial Learning","Shokr A, Pacheco LGC, Thirumalaraju P, Kanakasabapathy MK, Gandhi J, Kartik D, Silva FSR, Erdogmus E, Kandula H, Luo S, Yu XG, Chung RT, Li JZ, Kuritzkes DR, Shafiee H.","ACS Nano. 2021 Jan 26;15(1):665-673. doi: 10.1021/acsnano.0c06807. Epub 2020 Nov 23.","Shokr A","ACS Nano","2021","2020/11/23","PMC8299938","NIHMS1710062","10.1021/acsnano.0c06807"
"33237727","Biomimetic Virus-Like Particles as Severe Acute Respiratory Syndrome Coronavirus 2 Diagnostic Tools","Chan SK, Du P, Ignacio C, Mehta S, Newton IG, Steinmetz NF.","ACS Nano. 2021 Jan 26;15(1):1259-1272. doi: 10.1021/acsnano.0c08430. Epub 2020 Nov 25.","Chan SK","ACS Nano","2021","2020/11/25","PMC7724985","","10.1021/acsnano.0c08430"
"33370087","Development of a Low-Cost Cotton-Tipped Electrochemical Immunosensor for the Detection of SARS-CoV-2","Eissa S, Zourob M.","Anal Chem. 2021 Jan 26;93(3):1826-1833. doi: 10.1021/acs.analchem.0c04719. Epub 2020 Dec 28.","Eissa S","Anal Chem","2021","2020/12/28","PMC7784662","","10.1021/acs.analchem.0c04719"
"33373194","Uncovering Flexible Active Site Conformations of SARS-CoV-2 3CL Proteases through Protease Pharmacophore Clusters and COVID-19 Drug Repurposing","Pathak N, Chen YT, Hsu YC, Hsu NY, Kuo CJ, Tsai HP, Kang JJ, Huang CH, Chang SY, Chang YH, Liang PH, Yang JM.","ACS Nano. 2021 Jan 26;15(1):857-872. doi: 10.1021/acsnano.0c07383. Epub 2020 Dec 29.","Pathak N","ACS Nano","2021","2020/12/29","","","10.1021/acsnano.0c07383"
"33404589","Africa Succeeded Against COVID-19's First Wave, but the Second Wave Brings New Challenges","Kuehn BM.","JAMA. 2021 Jan 26;325(4):327-328. doi: 10.1001/jama.2020.24288.","Kuehn BM","JAMA","2021","2021/01/06","","","10.1001/jama.2020.24288"
"33414277","Retrospective analysis of the Italian exit strategy from COVID-19 lockdown","Marziano V, Guzzetta G, Rondinone BM, Boccuni F, Riccardo F, Bella A, Poletti P, Trentini F, Pezzotti P, Brusaferro S, Rezza G, Iavicoli S, Ajelli M, Merler S.","Proc Natl Acad Sci U S A. 2021 Jan 26;118(4):e2019617118. doi: 10.1073/pnas.2019617118.","Marziano V","Proc Natl Acad Sci U S A","2021","2021/01/08","PMC7848712","","10.1073/pnas.2019617118"
"33431650","An evidence review of face masks against COVID-19","Howard J, Huang A, Li Z, Tufekci Z, Zdimal V, van der Westhuizen HM, von Delft A, Price A, Fridman L, Tang LH, Tang V, Watson GL, Bax CE, Shaikh R, Questier F, Hernandez D, Chu LF, Ramirez CM, Rimoin AW.","Proc Natl Acad Sci U S A. 2021 Jan 26;118(4):e2014564118. doi: 10.1073/pnas.2014564118.","Howard J","Proc Natl Acad Sci U S A","2021","2021/01/12","PMC7848583","","10.1073/pnas.2014564118"
"33434141","Spread, Scale-up, and Sustainability of Video Consulting in Health Care: Systematic Review and Synthesis Guided by the NASSS Framework","James HM, Papoutsi C, Wherton J, Greenhalgh T, Shaw SE.","J Med Internet Res. 2021 Jan 26;23(1):e23775. doi: 10.2196/23775.","James HM","J Med Internet Res","2021","2021/01/12","PMC7837451","","10.2196/23775"
"33468656","Results from a 2020 field experiment encouraging voting by mail","Hopkins DJ, Meredith M, Chainani A, Olin N, Tse T.","Proc Natl Acad Sci U S A. 2021 Jan 26;118(4):e2021022118. doi: 10.1073/pnas.2021022118.","Hopkins DJ","Proc Natl Acad Sci U S A","2021","2021/01/20","PMC7848624","","10.1073/pnas.2021022118"
"33468667","The joint dynamics of investor beliefs and trading during the COVID-19 crash","Giglio S, Maggiori M, Stroebel J, Utkus S.","Proc Natl Acad Sci U S A. 2021 Jan 26;118(4):e2010316118. doi: 10.1073/pnas.2010316118.","Giglio S","Proc Natl Acad Sci U S A","2021","2021/01/20","PMC7848746","","10.1073/pnas.2010316118"
"33468674","Synthetic protein conjugate vaccines provide protection against Mycobacterium tuberculosis in mice","Hanna CC, Ashhurst AS, Quan D, Maxwell JWC, Britton WJ, Payne RJ.","Proc Natl Acad Sci U S A. 2021 Jan 26;118(4):e2013730118. doi: 10.1073/pnas.2013730118.","Hanna CC","Proc Natl Acad Sci U S A","2021","2021/01/20","PMC7848748","","10.1073/pnas.2013730118"
"33478655","Pathological Evidence for SARS-CoV-2 as a Cause of Myocarditis: JACC Review Topic of the Week","Kawakami R, Sakamoto A, Kawai K, Gianatti A, Pellegrini D, Nasr A, Kutys B, Guo L, Cornelissen A, Mori M, Sato Y, Pescetelli I, Brivio M, Romero M, Guagliumi G, Virmani R, Finn AV.","J Am Coll Cardiol. 2021 Jan 26;77(3):314-325. doi: 10.1016/j.jacc.2020.11.031.","Kawakami R","J Am Coll Cardiol","2021","2021/01/22","PMC7816957","","10.1016/j.jacc.2020.11.031"
"33495396","The Impact of COVID-19 on Developing Neurologic Disorders","Tekiela P, Majersik JJ.","Neurology. 2021 Jan 26;96(4):e647-e649. doi: 10.1212/WNL.0000000000011348.","Tekiela P","Neurology","2021","2021/01/26","","","10.1212/WNL.0000000000011348"
"33496876","A Novel Block Imaging Technique Using Nine Artificial Intelligence Models for COVID-19 Disease Classification, Characterization and Severity Measurement in Lung Computed Tomography Scans on an Italian Cohort","Agarwal M, Saba L, Gupta SK, Carriero A, Falaschi Z, Paschè A, Danna P, El-Baz A, Naidu S, Suri JS.","J Med Syst. 2021 Jan 26;45(3):28. doi: 10.1007/s10916-021-01707-w.","Agarwal M","J Med Syst","2021","2021/01/26","PMC7835451","","10.1007/s10916-021-01707-w"
"33497372","SARS-CoV-2 impact on oral health: A general view","Parra-Ortega I, Rodriguez-Ortega D.","Bol Med Hosp Infant Mex. 2021 Jan 26;78(2):91-94. doi: 10.24875/BMHIM.20000192.","Parra-Ortega I","Bol Med Hosp Infant Mex","2021","2021/01/26","","","10.24875/BMHIM.20000192"
"33497392","Generalized linear models provide a measure of virulence for specific mutations in SARS-CoV-2 strains","Oulas A, Zanti M, Tomazou M, Zachariou M, Minadakis G, Bourdakou MM, Pavlidis P, Spyrou GM.","PLoS One. 2021 Jan 26;16(1):e0238665. doi: 10.1371/journal.pone.0238665. eCollection 2021.","Oulas A","PLoS One","2021","2021/01/26","PMC7837476","","10.1371/journal.pone.0238665"
